District code,District name,School code,School name,2020-2021 student count - year to date,2020-2021 attendance rate - year to date,2019-2020 student count,2019-2020 attendance rate,Reporting period,Update date
0590011,Groton School District,0592011,Catherine Kolnaski Magnet School,345,0.90,377,0.95,June 2021,08/06/2021
0590011,Groton School District,0596111,Robert E. Fitch High School,966,0.80,937,0.94,June 2021,08/06/2021
0600011,Guilford School District,0600211,Guilford Lakes School,273,0.98,284,0.97,June 2021,08/06/2021
0600011,Guilford School District,0600311,Melissa Jones School,265,0.98,289,0.96,June 2021,08/06/2021
0600011,Guilford School District,0600411,Calvin Leete School,231,0.98,248,0.96,June 2021,08/06/2021
0600011,Guilford School District,0600611,A. W. Cox School,243,0.99,256,0.96,June 2021,08/06/2021
0600011,Guilford School District,0600711,A. Baldwin Middle School,472,0.96,469,0.95,June 2021,08/06/2021
0600011,Guilford School District,0605111,E. C. Adams Middle School,486,0.98,543,0.96,June 2021,08/06/2021
0600011,Guilford School District,0606111,Guilford High School,1102,0.96,1117,0.96,June 2021,08/06/2021
0620011,Hamden School District,0620111,Shepherd Glen School,317,0.91,316,0.95,June 2021,08/06/2021
0620011,Hamden School District,0620211,Church Street School,236,0.88,256,0.94,June 2021,08/06/2021
0620011,Hamden School District,0620311,Dunbar Hill School,250,0.89,238,0.96,June 2021,08/06/2021
0620011,Hamden School District,0620411,Helen Street School,292,0.89,305,0.94,June 2021,08/06/2021
0620011,Hamden School District,0620511,Hamden Collaborative Learning Center,68,0.52,64,0.71,June 2021,08/06/2021
0620011,Hamden School District,0620911,Bear Path IIC,27,0.90,23,0.95,June 2021,08/06/2021
0620011,Hamden School District,0621011,Spring Glen School,402,0.95,401,0.96,June 2021,08/06/2021
0620011,Hamden School District,0621111,Ridge Hill School,301,0.92,310,0.96,June 2021,08/06/2021
0620011,Hamden School District,0621211,Bear Path School,380,0.95,419,0.95,June 2021,08/06/2021
0620011,Hamden School District,0621411,West Woods School,310,0.95,340,0.96,June 2021,08/06/2021
0620011,Hamden School District,0621811,West Woods IIC,21,0.92,23,0.92,June 2021,08/06/2021
0620011,Hamden School District,0625211,Hamden Middle School,854,0.93,881,0.94,June 2021,08/06/2021
0620011,Hamden School District,0626111,Hamden High School,1627,0.85,1557,0.94,June 2021,08/06/2021
0630011,Hampton School District,0630111,Hampton Elementary School,57,0.95,75,0.95,June 2021,08/06/2021
0640011,Hartford School District,0640110,iGOAL 1 - Milner School,21,0.82,28,0.89,June 2021,08/06/2021
0640011,Hartford School District,0640111,SAND School,286,0.82,315,0.91,June 2021,08/06/2021
0640011,Hartford School District,0640121,Opportunity Academy-Hartford,70,0.48,140,0.67,June 2021,08/06/2021
0640011,Hartford School District,0640261,Grace S. Webb School,26,0.67,31,0.82,June 2021,08/06/2021
0640011,Hartford School District,0640511,Montessori Magnet at Batchelder School,268,0.93,250,0.93,June 2021,08/06/2021
0640011,Hartford School District,0640611,Burns Latino Studies Academy,258,0.79,263,0.90,June 2021,08/06/2021
0640011,Hartford School District,0640811,M. D. Fox School,526,0.81,575,0.93,June 2021,08/06/2021
0640011,Hartford School District,0640910,New Visions,20,0.59,64,0.68,June 2021,08/06/2021
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,505,0.93,528,0.94,June 2021,08/06/2021
0640011,Hartford School District,0641011,Kennelly School,598,0.87,629,0.93,June 2021,08/06/2021
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,635,0.88,626,0.93,June 2021,08/06/2021
0640011,Hartford School District,0641211,McDonough Middle School,346,0.79,416,0.92,June 2021,08/06/2021
0640011,Hartford School District,0641411,Naylor/CCSU Leadership Academy,386,0.91,458,0.94,June 2021,08/06/2021
0640011,Hartford School District,0641511,Parkville Community School,372,0.89,423,0.93,June 2021,08/06/2021
0640011,Hartford School District,0641611,"M. L. King, Jr. Middle School",268,0.80,175,0.93,June 2021,08/06/2021
0640011,Hartford School District,0641711,Rawson School,248,0.86,328,0.91,June 2021,08/06/2021
0640011,Hartford School District,0641911,Milner Middle School,343,0.75,341,0.91,June 2021,08/06/2021
0640011,Hartford School District,0642011,Webster Micro Society Magnet School,537,0.92,527,0.95,June 2021,08/06/2021
0640011,Hartford School District,0642111,West Middle School,269,0.90,443,0.93,June 2021,08/06/2021
0640011,Hartford School District,0642161,High Road School of Hartford High,20,0.51,27,0.83,June 2021,08/06/2021
0640011,Hartford School District,0642211,Wish Museum School,298,0.80,329,0.91,June 2021,08/06/2021
0640011,Hartford School District,0642261,High Road School of Hartford-Primary,28,0.65,32,0.78,June 2021,08/06/2021
0640011,Hartford School District,0642511,STEM Magnet at Annie Fisher School,330,0.93,323,0.95,June 2021,08/06/2021
0640011,Hartford School District,0642811,Betances Learning Lab Magnet School,302,0.96,301,0.94,June 2021,08/06/2021
0640011,Hartford School District,0643011,Sanchez School,322,0.83,351,0.93,June 2021,08/06/2021
0640011,Hartford School District,0643211,Expeditionary Learning Academy at Moylan School,391,0.88,492,0.93,June 2021,08/06/2021
0640011,Hartford School District,0643311,"Breakthrough Magnet School, South",289,0.93,278,0.94,June 2021,08/06/2021
0640011,Hartford School District,0643511,"Breakthrough Magnet School, North",227,0.94,218,0.95,June 2021,08/06/2021
0640011,Hartford School District,0643611,Global Communications Academy,450,0.82,575,0.92,June 2021,08/06/2021
0640011,Hartford School District,0643711,Montessori Magnet at Fisher School,254,0.95,240,0.94,June 2021,08/06/2021
0640011,Hartford School District,0643811,Betances STEM Magnet School,226,0.94,243,0.94,June 2021,08/06/2021
0640011,Hartford School District,0644011,Renzulli Gifted and Talented Academy,119,0.94,127,0.95,June 2021,08/06/2021
0640011,Hartford School District,0644711,iGOAL 1 - Burns School,28,0.89,32,0.90,June 2021,08/06/2021
0640011,Hartford School District,0644911,iGOAL 1 - HPHS,31,0.65,28,0.89,June 2021,08/06/2021
0640011,Hartford School District,0645411,Hartford Magnet Trinity College Academy,1005,0.86,1020,0.94,June 2021,08/06/2021
0640011,Hartford School District,0646211,Hartford Public High School,791,0.58,849,0.73,June 2021,08/06/2021
0640011,Hartford School District,0646311,Weaver High School,569,0.54,435,0.78,June 2021,08/06/2021
0640011,Hartford School District,0646411,Classical Magnet School,437,0.93,405,0.93,June 2021,08/06/2021
0640011,Hartford School District,0646511,Sport and Medical Sciences Academy,594,0.87,618,0.94,June 2021,08/06/2021
0640011,Hartford School District,0646611,Pathways Academy of Technology and Design,415,0.79,388,0.92,June 2021,08/06/2021
0640011,Hartford School District,0646711,University High School of Science and Engineering,421,0.87,413,0.94,June 2021,08/06/2021
0640011,Hartford School District,0647111,Bulkeley High School,570,0.63,544,0.80,June 2021,08/06/2021
0640011,Hartford School District,0647911,Great Path Academy at MCC,305,0.94,311,0.94,June 2021,08/06/2021
0640011,Hartford School District,0648211,RISE - Hartford Public High School,27,0.40,22,0.50,June 2021,08/06/2021
0640011,Hartford School District,0648411,STEP at Hartford Public High School,37,0.70,35,0.88,June 2021,08/06/2021
0640011,Hartford School District,0890361,Raymond Hill School,36,0.63,37,0.71,June 2021,08/06/2021
0640011,Hartford School District,0890461,Solterra Academy,38,0.76,44,0.78,June 2021,08/06/2021
0650011,Hartland School District,0650111,Hartland School,144,0.91,147,0.95,June 2021,08/06/2021
0670011,Hebron School District,0670111,Hebron Elementary School,361,0.97,344,0.96,June 2021,08/06/2021
0670011,Hebron School District,0670211,Gilead Hill School,238,0.97,249,0.96,June 2021,08/06/2021
0680011,Kent School District,0680111,Kent Center School,189,0.97,190,0.96,June 2021,08/06/2021
0690011,Killingly School District,0690111,Killingly Central School,329,0.92,358,0.94,June 2021,08/06/2021
0690011,Killingly School District,0690311,Killingly Memorial School,499,0.91,519,0.95,June 2021,08/06/2021
0690011,Killingly School District,0695211,Killingly Intermediate School,632,0.86,644,0.94,June 2021,08/06/2021
0690011,Killingly School District,0696111,Killingly High School,746,0.90,762,0.93,June 2021,08/06/2021
0710011,Lebanon School District,0710111,Lebanon Elementary School,286,0.96,317,0.96,June 2021,08/06/2021
0710011,Lebanon School District,0715111,Lebanon Middle School,297,0.97,299,0.95,June 2021,08/06/2021
0710011,Lebanon School District,0716211,Lyman Memorial High School,301,0.96,302,0.95,June 2021,08/06/2021
0720011,Ledyard School District,0720211,Gales Ferry School,225,0.91,260,0.95,June 2021,08/06/2021
0720011,Ledyard School District,0720311,Juliet W. Long School,255,0.94,264,0.96,June 2021,08/06/2021
0720011,Ledyard School District,0720411,Gallup Hill School,550,0.77,510,0.95,June 2021,08/06/2021
0720011,Ledyard School District,0725111,Ledyard Middle School,493,0.83,532,0.97,June 2021,08/06/2021
0720011,Ledyard School District,0726111,Ledyard High School,759,0.86,752,0.94,June 2021,08/06/2021
0730011,Lisbon School District,0730111,Lisbon Central School,394,0.95,384,0.96,June 2021,08/06/2021
0740011,Litchfield School District,0740211,Center School,228,0.97,254,0.96,June 2021,08/06/2021
0740011,Litchfield School District,0740311,Litchfield Intermediate School,199,0.96,188,0.97,June 2021,08/06/2021
0740011,Litchfield School District,0746011,Litchfield Middle School,132,0.94,128,0.97,June 2021,08/06/2021
0740011,Litchfield School District,0746111,Litchfield High School,240,0.93,257,0.95,June 2021,08/06/2021
0760011,Madison School District,0760111,J. Milton Jeffrey Elementary School,328,0.97,359,0.96,June 2021,08/06/2021
0760011,Madison School District,0760311,Kathleen H. Ryerson Elementary School,282,0.98,278,0.96,June 2021,08/06/2021
0760011,Madison School District,0760611,Dr. Robert H. Brown Intermediate School,322,0.98,339,0.96,June 2021,08/06/2021
0760011,Madison School District,0765211,Walter C. Polson Middle School,551,0.97,591,0.96,June 2021,08/06/2021
0760011,Madison School District,0766111,Daniel Hand High School,952,0.98,1004,0.97,June 2021,08/06/2021
0770011,Manchester School District,0770111,Bowers School,333,0.90,350,0.93,June 2021,08/06/2021
0770011,Manchester School District,0770211,Manchester High School-Site 2,33,0.67,43,0.85,June 2021,08/06/2021
0770011,Manchester School District,0770311,Buckley School,312,0.95,333,0.95,June 2021,08/06/2021
0770011,Manchester School District,0770411,Highland Park School,288,0.92,318,0.95,June 2021,08/06/2021
0770011,Manchester School District,0770611,Keeney School,277,0.92,248,0.94,June 2021,08/06/2021
0770011,Manchester School District,0770711,New Horizons,34,0.51,29,0.70,June 2021,08/06/2021
0770011,Manchester School District,0771211,Verplanck School,444,0.89,482,0.93,June 2021,08/06/2021
0770011,Manchester School District,0771311,Waddell School,390,0.92,474,0.94,June 2021,08/06/2021
0770011,Manchester School District,0771511,Manchester Middle Academy,43,0.72,46,0.88,June 2021,08/06/2021
0770011,Manchester School District,0771611,Martin School,235,0.92,225,0.93,June 2021,08/06/2021
0770011,Manchester School District,0771711,Elisabeth M. Bennet Academy,867,0.90,916,0.94,June 2021,08/06/2021
0770011,Manchester School District,0775311,Illing Middle School,807,0.88,840,0.94,June 2021,08/06/2021
0770011,Manchester School District,0776111,Manchester High School,1258,0.86,1576,0.93,June 2021,08/06/2021
0770011,Manchester School District,0779011,Manchester Regional Academy,63,0.68,68,0.84,June 2021,08/06/2021
0770011,Manchester School District,0779111,Manchester Transition Center,22,0.87,26,0.84,June 2021,08/06/2021
0780011,Mansfield School District,0780211,Dorothy C. Goodwin School,144,0.97,171,0.96,June 2021,08/06/2021
0780011,Mansfield School District,0780411,Annie E. Vinton School,183,0.95,206,0.96,June 2021,08/06/2021
0780011,Mansfield School District,0780511,Southeast Elementary School,140,0.96,140,0.96,June 2021,08/06/2021
0780011,Mansfield School District,0785111,Mansfield Middle School,510,0.96,555,0.96,June 2021,08/06/2021
0790011,Marlborough School District,0790111,Elmer Thienes-Mary Hall Elementary School,433,0.95,426,0.96,June 2021,08/06/2021
0800011,Meriden School District,0800111,Benjamin Franklin School,356,0.94,354,0.95,June 2021,08/06/2021
0800011,Meriden School District,0800311,Hanover School,444,0.94,448,0.96,June 2021,08/06/2021
0800011,Meriden School District,0800411,Israel Putnam School,510,0.93,502,0.95,June 2021,08/06/2021
0800011,Meriden School District,0800511,John Barry School,475,0.93,502,0.95,June 2021,08/06/2021
0800011,Meriden School District,0800611,STARS - ES,53,0.89,51,0.92,June 2021,08/06/2021
0800011,Meriden School District,0800711,Nathan Hale School,527,0.93,543,0.95,June 2021,08/06/2021
0800011,Meriden School District,0800811,Roger Sherman School,490,0.94,479,0.95,June 2021,08/06/2021
0800011,Meriden School District,0800911,STEP - ES,51,0.86,51,0.93,June 2021,08/06/2021
0800011,Meriden School District,0801011,Thomas Hooker School,344,0.95,406,0.95,June 2021,08/06/2021
0800011,Meriden School District,0801111,Casimir Pulaski School,634,0.92,605,0.95,June 2021,08/06/2021
0800011,Meriden School District,0801211,STEPS  - MS,27,0.86,31,0.90,June 2021,08/06/2021
0800011,Meriden School District,0801311,Venture Academy,74,0.46,75,0.77,June 2021,08/06/2021
0800011,Meriden School District,0802011,TLC - MHS,38,0.98,39,0.94,June 2021,08/06/2021
0800011,Meriden School District,0805211,Lincoln Middle School,818,0.93,800,0.95,June 2021,08/06/2021
0800011,Meriden School District,0805411,Washington Middle School,864,0.92,794,0.95,June 2021,08/06/2021
0800011,Meriden School District,0806111,Francis T. Maloney High School,1202,0.95,1182,0.95,June 2021,08/06/2021
0800011,Meriden School District,0806211,Orville H. Platt High School,1000,0.92,956,0.94,June 2021,08/06/2021
0830011,Middletown School District,0830111,Spencer School,253,0.94,283,0.96,June 2021,08/06/2021
0830011,Middletown School District,0830211,Bielefield School,257,0.92,284,0.95,June 2021,08/06/2021
0830011,Middletown School District,0830511,Farm Hill School,306,0.91,314,0.96,June 2021,08/06/2021
0830011,Middletown School District,0830911,MacDonough School,207,0.89,217,0.95,June 2021,08/06/2021
0830011,Middletown School District,0831111,Snow School,237,0.94,271,0.95,June 2021,08/06/2021
0830011,Middletown School District,0831211,Moody School,211,0.96,214,0.96,June 2021,08/06/2021
0830011,Middletown School District,0831311,Lawrence School,302,0.96,303,0.95,June 2021,08/06/2021
0830011,Middletown School District,0831411,Wesley School,207,0.97,232,0.96,June 2021,08/06/2021
0830011,Middletown School District,0831511,Keigwin Middle School,293,0.93,315,0.95,June 2021,08/06/2021
0830011,Middletown School District,0831611,Evening Program - MHS,22,0.97,22,0.86,June 2021,08/06/2021
0830011,Middletown School District,0835411,Woodrow Wilson Middle School,636,0.86,622,0.95,June 2021,08/06/2021
0830011,Middletown School District,0836211,Middletown High School,1254,0.94,1276,0.93,June 2021,08/06/2021
0840011,Milford School District,0840111,Calf Pen Meadow School,263,0.97,284,0.95,June 2021,08/06/2021
0840011,Milford School District,0840311,The Academy,37,0.70,58,0.78,June 2021,08/06/2021
0840011,Milford School District,0840711,Meadowside School,278,0.96,275,0.94,June 2021,08/06/2021
0840011,Milford School District,0840811,Orange Avenue School,349,0.97,336,0.96,June 2021,08/06/2021
0840011,Milford School District,0841011,Pumpkin Delight School,198,0.94,235,0.96,June 2021,08/06/2021
0840011,Milford School District,0841611,Live Oaks School,231,0.96,250,0.95,June 2021,08/06/2021
0840011,Milford School District,0841711,Mathewson School,338,0.96,359,0.96,June 2021,08/06/2021
0840011,Milford School District,0841811,Orchard Hills School,302,0.97,283,0.96,June 2021,08/06/2021
0840011,Milford School District,0841911,J. F. Kennedy School,293,0.96,287,0.95,June 2021,08/06/2021
0840011,Milford School District,0845111,East Shore Middle School,388,0.96,409,0.96,June 2021,08/06/2021
0840011,Milford School District,0845211,Harborside Middle School,435,0.96,424,0.96,June 2021,08/06/2021
0840011,Milford School District,0845311,West Shore Middle School,436,0.95,477,0.95,June 2021,08/06/2021
0840011,Milford School District,0846211,Jonathan Law High School,841,0.90,797,0.94,June 2021,08/06/2021
0840011,Milford School District,0846311,Joseph A. Foran High School,814,0.92,854,0.95,June 2021,08/06/2021
0850011,Monroe School District,0850111,Monroe Elementary School,304,0.98,323,0.96,June 2021,08/06/2021
0850011,Monroe School District,0850311,Stepney Elementary School,443,0.98,436,0.96,June 2021,08/06/2021
0850011,Monroe School District,0850511,Fawn Hollow Elementary School,601,0.98,583,0.96,June 2021,08/06/2021
0850011,Monroe School District,0855211,Jockey Hollow School,783,0.97,766,0.96,June 2021,08/06/2021
0850011,Monroe School District,0856111,Masuk High School,1032,0.98,993,0.96,June 2021,08/06/2021
0860011,Montville School District,0860111,Mohegan School,302,0.93,329,0.96,June 2021,08/06/2021
0860011,Montville School District,0860511,Oakdale School,290,0.95,275,0.96,June 2021,08/06/2021
0860011,Montville School District,0860711,Dr. Charles E. Murphy School,277,0.94,279,0.97,June 2021,08/06/2021
0860011,Montville School District,0865111,Leonard J. Tyl Middle School,507,0.91,529,0.96,June 2021,08/06/2021
0860011,Montville School District,0866111,Montville High School,504,0.91,534,0.95,June 2021,08/06/2021
0860011,Montville School District,0869011,Palmer Academy,32,0.59,38,0.82,June 2021,08/06/2021
0880011,Naugatuck School District,0880211,Cross Street Intermediate School,305,0.96,327,0.95,June 2021,08/06/2021
0880011,Naugatuck School District,0880311,Maple Hill School,468,0.96,504,0.95,June 2021,08/06/2021
0880011,Naugatuck School District,0880411,Hillside Intermediate School,333,0.94,350,0.95,June 2021,08/06/2021
0880011,Naugatuck School District,0880511,Hop Brook Elementary School,325,0.95,320,0.95,June 2021,08/06/2021
0880011,Naugatuck School District,0880611,Salem School,233,0.95,267,0.94,June 2021,08/06/2021
0880011,Naugatuck School District,0880711,Western School,240,0.97,254,0.95,June 2021,08/06/2021
0880011,Naugatuck School District,0880811,Andrew Avenue School,235,0.94,257,0.95,June 2021,08/06/2021
0880011,Naugatuck School District,0885111,City Hill Middle School,700,0.93,704,0.95,June 2021,08/06/2021
0880011,Naugatuck School District,0886111,Naugatuck High School,1271,0.84,1243,0.92,June 2021,08/06/2021
0890011,New Britain School District,0890211,Chamberlain Bridges,23,0.86,24,0.94,June 2021,08/06/2021
0890011,New Britain School District,0890311,Chamberlain  Elementary School,425,0.88,464,0.94,June 2021,08/06/2021
0890011,New Britain School District,0890511,Gaffney Elementary School,364,0.92,421,0.95,June 2021,08/06/2021
0890011,New Britain School District,0890611,Holmes Elementary School,474,0.94,495,0.95,June 2021,08/06/2021
0890011,New Britain School District,0890711,Jefferson Elementary School,407,0.94,420,0.95,June 2021,08/06/2021
0890011,New Britain School District,0890811,Lincoln Elementary School,560,0.88,625,0.94,June 2021,08/06/2021
0890011,New Britain School District,0890911,Northend Elementary School,278,0.90,267,0.94,June 2021,08/06/2021
0890011,New Britain School District,0891111,DiLoreto Elementary & Middle School,785,0.91,808,0.96,June 2021,08/06/2021
0890011,New Britain School District,0891211,Smalley Elementary School,588,0.87,624,0.93,June 2021,08/06/2021
0890011,New Britain School District,0891311,Smith Elementary School,474,0.91,524,0.95,June 2021,08/06/2021
0890011,New Britain School District,0891511,Vance Elementary School,470,0.91,507,0.94,June 2021,08/06/2021
0890011,New Britain School District,0891611,Gaffney KEY Elementary,54,0.80,55,0.94,June 2021,08/06/2021
0890011,New Britain School District,0895211,Slade Middle School,838,0.87,857,0.93,June 2021,08/06/2021
0890011,New Britain School District,0895311,Pulaski Middle School,919,0.92,899,0.93,June 2021,08/06/2021
0890011,New Britain School District,0895411,House of Arts Letters and Science (HALS)  Academy,163,0.97,154,0.96,June 2021,08/06/2021
0890011,New Britain School District,0896111,New Britain High School,2199,0.81,2171,0.89,June 2021,08/06/2021
0890011,New Britain School District,0899011,New Britain Transition Center,42,0.82,43,0.84,June 2021,08/06/2021
0890011,New Britain School District,0899111,Brookside School,40,0.45,66,0.58,June 2021,08/06/2021
0890011,New Britain School District,0899411,CLIMB,32,0.84,27,0.93,June 2021,08/06/2021
0890011,New Britain School District,0899511,New Britain High School Satellite Careers Academy,162,0.63,150,0.78,June 2021,08/06/2021
0900011,New Canaan School District,0900211,South School,529,0.98,536,0.96,June 2021,08/06/2021
0900011,New Canaan School District,0900311,West School,420,0.98,422,0.96,June 2021,08/06/2021
0900011,New Canaan School District,0900411,East School,545,0.97,559,0.96,June 2021,08/06/2021
0900011,New Canaan School District,0905111,Saxe Middle School,1342,0.97,1324,0.96,June 2021,08/06/2021
0900011,New Canaan School District,0906111,New Canaan High School,1327,0.99,1322,0.96,June 2021,08/06/2021
0910011,New Fairfield School District,0910111,Consolidated School,399,0.97,421,0.95,June 2021,08/06/2021
0910011,New Fairfield School District,0910211,Meeting House Hill School,474,0.96,449,0.96,June 2021,08/06/2021
0910011,New Fairfield School District,0915211,New Fairfield Middle School,507,0.96,539,0.95,June 2021,08/06/2021
0910011,New Fairfield School District,0916111,New Fairfield High School,697,0.95,695,0.94,June 2021,08/06/2021
0920011,New Hartford School District,0920111,Bakerville Consolidated School,98,0.98,103,0.95,June 2021,08/06/2021
0920011,New Hartford School District,0920211,New Hartford Elementary School,58,0.97,73,0.96,June 2021,08/06/2021
0920011,New Hartford School District,0920311,Ann Antolini School,250,0.97,241,0.96,June 2021,08/06/2021
0930011,New Haven School District,0930110,Gateway to College Program,44,0.70,60,0.94,June 2021,08/06/2021
0930011,New Haven School District,0930211,Barnard Environmental Magnet School,417,0.89,452,0.94,June 2021,08/06/2021
0930011,New Haven School District,0930311,Beecher School,430,0.88,413,0.94,June 2021,08/06/2021
0930011,New Haven School District,0930611,Clinton Avenue School,420,0.85,454,0.94,June 2021,08/06/2021
0930011,New Haven School District,0930711,Hill Central Music Academy,406,0.90,441,0.94,June 2021,08/06/2021
0930011,New Haven School District,0930811,John S. Martinez Sea and Sky STEM School,446,0.89,479,0.95,June 2021,08/06/2021
0930011,New Haven School District,0930911,Davis Academy for Arts & Design Innovation,444,0.92,451,0.95,June 2021,08/06/2021
0930011,New Haven School District,0931011,Ross/Woodward School,594,0.87,599,0.92,June 2021,08/06/2021
0930011,New Haven School District,0931211,Edgewood School,416,0.90,447,0.95,June 2021,08/06/2021
0930011,New Haven School District,0931311,John C. Daniels,427,0.91,439,0.95,June 2021,08/06/2021
0930011,New Haven School District,0931411,Nathan Hale School,477,0.88,484,0.95,June 2021,08/06/2021
0930011,New Haven School District,0931511,Augusta Lewis Troup School,425,0.77,432,0.92,June 2021,08/06/2021
0930011,New Haven School District,0931611,Fair Haven School,780,0.85,826,0.95,June 2021,08/06/2021
0930011,New Haven School District,0931711,Engineering - Science University Magnet School,566,0.89,585,0.96,June 2021,08/06/2021
0930011,New Haven School District,0931811,Benjamin Jepson Magnet School,435,0.88,451,0.95,June 2021,08/06/2021
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,478,0.90,474,0.95,June 2021,08/06/2021
0930011,New Haven School District,0932011,Lincoln-Bassett School,291,0.80,331,0.92,June 2021,08/06/2021
0930011,New Haven School District,0932111,Brennan Rogers School,342,0.80,385,0.91,June 2021,08/06/2021
0930011,New Haven School District,0932811,Barack H. Obama Magnet University School,238,0.88,265,0.94,June 2021,08/06/2021
0930011,New Haven School District,0932911,Truman School,465,0.85,509,0.94,June 2021,08/06/2021
0930011,New Haven School District,0933011,King/Robinson Magnet School,446,0.79,468,0.93,June 2021,08/06/2021
0930011,New Haven School District,0933111,Conte/West Hills Magnet School,612,0.83,636,0.93,June 2021,08/06/2021
0930011,New Haven School District,0933211,Wexler/Grant Community School,343,0.72,348,0.92,June 2021,08/06/2021
0930011,New Haven School District,0933511,Quinnipiac Real World Math STEM School,197,0.86,255,0.92,June 2021,08/06/2021
0930011,New Haven School District,0933811,Worthington Hooker School,350,0.93,421,0.98,June 2021,08/06/2021
0930011,New Haven School District,0934111,Columbus Family Academy,418,0.92,459,0.95,June 2021,08/06/2021
0930011,New Haven School District,0934211,Roberto Clemente Leadership Academy for Global Awareness,419,0.84,467,0.94,June 2021,08/06/2021
0930011,New Haven School District,0934311,Bishop Woods Architecture and Design Magnet School,423,0.84,436,0.94,June 2021,08/06/2021
0930011,New Haven School District,0934611,East Rock Community Magnet School,392,0.89,410,0.94,June 2021,08/06/2021
0930011,New Haven School District,0934811,"Celentano BioTech, Health and Medical Magnet School",309,0.87,338,0.94,June 2021,08/06/2021
0930011,New Haven School District,0934911,West Rock Authors Academy,85,0.73,164,0.93,June 2021,08/06/2021
0930011,New Haven School District,0935511,Betsy Ross Arts Magnet School,398,0.84,430,0.93,June 2021,08/06/2021
0930011,New Haven School District,0936011,Metropolitan Business Academy,393,0.80,385,0.92,June 2021,08/06/2021
0930011,New Haven School District,0936111,Wilbur Cross High School,1487,0.78,1551,0.89,June 2021,08/06/2021
0930011,New Haven School District,0936211,James Hillhouse High School,1142,0.64,1017,0.89,June 2021,08/06/2021
0930011,New Haven School District,0936311,Hill Regional Career High School,636,0.81,623,0.92,June 2021,08/06/2021
0930011,New Haven School District,0936411,Cooperative High School - Inter-District Magnet,563,0.89,561,0.93,June 2021,08/06/2021
0930011,New Haven School District,0936611,High School In The Community,265,0.83,252,0.90,June 2021,08/06/2021
0930011,New Haven School District,0936711,Sound School,320,0.92,328,0.94,June 2021,08/06/2021
0930011,New Haven School District,0937011,New Haven Academy,294,0.78,287,0.93,June 2021,08/06/2021
0930011,New Haven School District,0937311,Off-Campus Classroom Program (OCC),46,0.85,47,1.00,June 2021,08/06/2021
0930011,New Haven School District,0937411,Celentano Self Contained ID,26,0.91,20,0.91,June 2021,08/06/2021
0930011,New Haven School District,0937511,East Rock Self Contained MD,40,0.75,40,0.85,June 2021,08/06/2021
0930011,New Haven School District,0937611,Barack H. Obama Self Contained Autism,27,0.77,21,0.92,June 2021,08/06/2021
0930011,New Haven School District,0939111,Riverside Education Academy,105,0.27,127,0.39,June 2021,08/06/2021
0940011,Newington School District,0940211,Elizabeth Green School,282,0.95,277,0.96,June 2021,08/06/2021
0940011,Newington School District,0940611,Anna Reynolds School,369,0.97,382,0.96,June 2021,08/06/2021
0940011,Newington School District,0940711,Ruth Chaffee School,327,0.97,317,0.96,June 2021,08/06/2021
0940011,Newington School District,0940811,John Paterson School,363,0.97,369,0.96,June 2021,08/06/2021
0940011,Newington School District,0945111,Martin Kellogg Middle School,611,0.98,623,0.96,June 2021,08/06/2021
0940011,Newington School District,0945311,John Wallace Middle School,635,0.96,663,0.96,June 2021,08/06/2021
0940011,Newington School District,0946111,Newington High School,1264,0.96,1301,0.95,June 2021,08/06/2021
0950011,New London School District,0950311,C.B. Jennings International Elementary Magnet,430,0.84,478,0.95,June 2021,08/06/2021
0950011,New London School District,0950611,Harbor Elementary School,269,0.86,270,0.94,June 2021,08/06/2021
0950011,New London School District,0950811,Winthrop STEM Elementary Magnet School,459,0.89,490,0.96,June 2021,08/06/2021
0950011,New London School District,0950911,Nathan Hale Arts Magnet School,482,0.89,528,0.95,June 2021,08/06/2021
0950011,New London School District,0951311,Science and Technology Magnet School of Southeastern Connecticut,457,0.90,533,0.95,June 2021,08/06/2021
0950011,New London School District,0951411,New London Visual and Performing Arts Magnet School,232,0.88,197,0.94,June 2021,08/06/2021
0950011,New London School District,0955111,Bennie Dover Jackson Middle School,354,0.87,278,0.93,June 2021,08/06/2021
0950011,New London School District,0956111,New London High School,547,0.81,552,0.91,June 2021,08/06/2021
0960011,New Milford School District,0960511,Hill And Plain School,340,0.95,338,0.95,June 2021,08/06/2021
0960011,New Milford School District,0960811,Northville Elementary School,406,0.96,426,0.96,June 2021,08/06/2021
0960011,New Milford School District,0960911,Sarah Noble Intermediate School,736,0.95,816,0.96,June 2021,08/06/2021
0960011,New Milford School District,0965211,Schaghticoke Middle School,871,0.94,932,0.95,June 2021,08/06/2021
0960011,New Milford School District,0966111,New Milford High School,1267,0.90,1305,0.95,June 2021,08/06/2021
0970011,Newtown School District,0970111,Hawley Elementary School,280,0.97,299,0.96,June 2021,08/06/2021
0970011,Newtown School District,0970211,Sandy Hook Elementary School,355,0.97,367,0.96,June 2021,08/06/2021
0970011,Newtown School District,0970311,Middle Gate Elementary School,383,0.97,363,0.96,June 2021,08/06/2021
0970011,Newtown School District,0970411,Head O'Meadow Elementary School,299,0.97,295,0.95,June 2021,08/06/2021
