Graduating Class,School ID,School Name,Type,Indicator,Value
2011,646611,Pathways Acad Tech & Design,Credit Attainment,% Earning 24 Credits,48.90%
2012,646611,Pathways Acad Tech & Design,Credit Attainment,% Enrolled in 16 Months,40.00%
2012,646611,Pathways Acad Tech & Design,Credit Attainment,% Earning 24 Credits,68.80%
2013,646611,Pathways Acad Tech & Design,Credit Attainment,% Enrolled in 16 Months,56.10%
2013,646611,Pathways Acad Tech & Design,Credit Attainment,% Earning 24 Credits,35.10%
2014,646611,Pathways Acad Tech & Design,Credit Attainment,% Enrolled in 16 Months,45.50%
2014,646611,Pathways Acad Tech & Design,Credit Attainment,% Earning 24 Credits,56.70%
2015,646611,Pathways Acad Tech & Design,Credit Attainment,% Enrolled in 16 Months,60.90%
2015,646611,Pathways Acad Tech & Design,Credit Attainment,% Earning 24 Credits,53.80%
2016,646611,Pathways Acad Tech & Design,Credit Attainment,% Enrolled in 16 Months,52.30%
2016,646611,Pathways Acad Tech & Design,Credit Attainment,% Earning 24 Credits,54.30%
2010,646711,Univ HS Science/Engineering,Credit Attainment,% Enrolled in 16 Months,36.40%
2010,646711,Univ HS Science/Engineering,Credit Attainment,% Earning 24 Credits,65.00%
2011,646711,Univ HS Science/Engineering,Credit Attainment,% Enrolled in 16 Months,40.00%
2011,646711,Univ HS Science/Engineering,Credit Attainment,% Earning 24 Credits,71.40%
2012,646711,Univ HS Science/Engineering,Credit Attainment,% Enrolled in 16 Months,46.80%
2012,646711,Univ HS Science/Engineering,Credit Attainment,% Earning 24 Credits,80.60%
2013,646711,Univ HS Science/Engineering,Credit Attainment,% Enrolled in 16 Months,53.80%
2013,646711,Univ HS Science/Engineering,Credit Attainment,% Earning 24 Credits,72.00%
2014,646711,Univ HS Science/Engineering,Credit Attainment,% Enrolled in 16 Months,51.30%
2014,646711,Univ HS Science/Engineering,Credit Attainment,% Earning 24 Credits,79.50%
2015,646711,Univ HS Science/Engineering,Credit Attainment,% Enrolled in 16 Months,55.60%
2015,646711,Univ HS Science/Engineering,Credit Attainment,% Earning 24 Credits,68.00%
2016,646711,Univ HS Science/Engineering,Credit Attainment,% Enrolled in 16 Months,60.40%
2016,646711,Univ HS Science/Engineering,Credit Attainment,% Earning 24 Credits,72.70%
2010,646911,Capital Preparatory Magnet,Credit Attainment,% Enrolled in 16 Months,*
2010,646911,Capital Preparatory Magnet,Credit Attainment,% Earning 24 Credits,*
2011,646911,Capital Preparatory Magnet,Credit Attainment,% Enrolled in 16 Months,40.70%
2011,646911,Capital Preparatory Magnet,Credit Attainment,% Earning 24 Credits,*
2012,646911,Capital Preparatory Magnet,Credit Attainment,% Enrolled in 16 Months,*
2012,646911,Capital Preparatory Magnet,Credit Attainment,% Earning 24 Credits,*
2013,646911,Capital Preparatory Magnet,Credit Attainment,% Enrolled in 16 Months,51.50%
2013,646911,Capital Preparatory Magnet,Credit Attainment,% Earning 24 Credits,*
2014,646911,Capital Preparatory Magnet,Credit Attainment,% Enrolled in 16 Months,52.80%
2014,646911,Capital Preparatory Magnet,Credit Attainment,% Earning 24 Credits,57.10%
2015,646911,Capital Preparatory Magnet,Credit Attainment,% Enrolled in 16 Months,43.60%
2015,646911,Capital Preparatory Magnet,Credit Attainment,% Earning 24 Credits,*
2016,646911,Capital Preparatory Magnet,Credit Attainment,% Enrolled in 16 Months,45.80%
2016,646911,Capital Preparatory Magnet,Credit Attainment,% Earning 24 Credits,*
2010,647111,Bulkeley High School,Credit Attainment,% Enrolled in 16 Months,6.60%
2010,647111,Bulkeley High School,Credit Attainment,% Earning 24 Credits,*
2011,647111,Bulkeley High School,Credit Attainment,% Enrolled in 16 Months,4.70%
2011,647111,Bulkeley High School,Credit Attainment,% Earning 24 Credits,*
2012,647111,Bulkeley High School,Credit Attainment,% Enrolled in 16 Months,5.10%
2012,647111,Bulkeley High School,Credit Attainment,% Earning 24 Credits,*
2013,647111,Bulkeley High School,Credit Attainment,% Enrolled in 16 Months,39.10%
2013,647111,Bulkeley High School,Credit Attainment,% Earning 24 Credits,41.30%
2014,647111,Bulkeley High School,Credit Attainment,% Enrolled in 16 Months,32.20%
2014,647111,Bulkeley High School,Credit Attainment,% Earning 24 Credits,42.90%
2015,647111,Bulkeley High School,Credit Attainment,% Enrolled in 16 Months,38.70%
2015,647111,Bulkeley High School,Credit Attainment,% Earning 24 Credits,46.60%
2016,647111,Bulkeley High School,Credit Attainment,% Enrolled in 16 Months,36.10%
2016,647111,Bulkeley High School,Credit Attainment,% Earning 24 Credits,30.40%
2010,647211,HPHS Engineering & Green Tech,Credit Attainment,% Enrolled in 16 Months,*
2010,647211,HPHS Engineering & Green Tech,Credit Attainment,% Earning 24 Credits,*
2011,647211,HPHS Engineering & Green Tech,Credit Attainment,% Enrolled in 16 Months,*
2011,647211,HPHS Engineering & Green Tech,Credit Attainment,% Earning 24 Credits,*
2012,647211,HPHS Engineering & Green Tech,Credit Attainment,% Enrolled in 16 Months,20.80%
2012,647211,HPHS Engineering & Green Tech,Credit Attainment,% Earning 24 Credits,55.00%
2013,647211,HPHS Engineering & Green Tech,Credit Attainment,% Enrolled in 16 Months,36.70%
2013,647211,HPHS Engineering & Green Tech,Credit Attainment,% Earning 24 Credits,45.50%
2014,647211,HPHS Engineering & Green Tech,Credit Attainment,% Enrolled in 16 Months,49.20%
2014,647211,HPHS Engineering & Green Tech,Credit Attainment,% Earning 24 Credits,32.30%
2015,647211,HPHS Engineering & Green Tech,Credit Attainment,% Enrolled in 16 Months,37.50%
2015,647211,HPHS Engineering & Green Tech,Credit Attainment,% Earning 24 Credits,45.50%
2016,647211,HPHS Engineering & Green Tech,Credit Attainment,% Enrolled in 16 Months,31.60%
2016,647211,HPHS Engineering & Green Tech,Credit Attainment,% Earning 24 Credits,*
2010,647411,HPHS Law & Government Acad,Credit Attainment,% Enrolled in 16 Months,20.90%
2010,647411,HPHS Law & Government Acad,Credit Attainment,% Earning 24 Credits,*
2011,647411,HPHS Law & Government Acad,Credit Attainment,% Enrolled in 16 Months,13.40%
2011,647411,HPHS Law & Government Acad,Credit Attainment,% Earning 24 Credits,*
2012,647411,HPHS Law & Government Acad,Credit Attainment,% Enrolled in 16 Months,11.40%
2012,647411,HPHS Law & Government Acad,Credit Attainment,% Earning 24 Credits,*
2013,647411,HPHS Law & Government Acad,Credit Attainment,% Enrolled in 16 Months,40.00%
2013,647411,HPHS Law & Government Acad,Credit Attainment,% Earning 24 Credits,38.60%
2014,647411,HPHS Law & Government Acad,Credit Attainment,% Enrolled in 16 Months,39.60%
2014,647411,HPHS Law & Government Acad,Credit Attainment,% Earning 24 Credits,40.50%
2015,647411,HPHS Law & Government Acad,Credit Attainment,% Enrolled in 16 Months,46.90%
2015,647411,HPHS Law & Government Acad,Credit Attainment,% Earning 24 Credits,57.90%
2016,647411,HPHS Law & Government Acad,Credit Attainment,% Enrolled in 16 Months,45.00%
2016,647411,HPHS Law & Government Acad,Credit Attainment,% Earning 24 Credits,50.00%
2010,647511,HPHS Nursing & Health Science,Credit Attainment,% Enrolled in 16 Months,*
2010,647511,HPHS Nursing & Health Science,Credit Attainment,% Earning 24 Credits,*
2011,647511,HPHS Nursing & Health Science,Credit Attainment,% Enrolled in 16 Months,11.10%
2011,647511,HPHS Nursing & Health Science,Credit Attainment,% Earning 24 Credits,*
2012,647511,HPHS Nursing & Health Science,Credit Attainment,% Enrolled in 16 Months,*
2012,647511,HPHS Nursing & Health Science,Credit Attainment,% Earning 24 Credits,*
2013,647511,HPHS Nursing & Health Science,Credit Attainment,% Enrolled in 16 Months,50.00%
2013,647511,HPHS Nursing & Health Science,Credit Attainment,% Earning 24 Credits,39.60%
2014,647511,HPHS Nursing & Health Science,Credit Attainment,% Enrolled in 16 Months,52.10%
2014,647511,HPHS Nursing & Health Science,Credit Attainment,% Earning 24 Credits,34.00%
2015,647511,HPHS Nursing & Health Science,Credit Attainment,% Enrolled in 16 Months,33.00%
2015,647511,HPHS Nursing & Health Science,Credit Attainment,% Earning 24 Credits,31.00%
2016,647511,HPHS Nursing & Health Science,Credit Attainment,% Enrolled in 16 Months,36.70%
2016,647511,HPHS Nursing & Health Science,Credit Attainment,% Earning 24 Credits,34.50%
2010,647611,"High School, Inc.",Credit Attainment,% Enrolled in 16 Months,*
2010,647611,"High School, Inc.",Credit Attainment,% Earning 24 Credits,*
2011,647611,"High School, Inc.",Credit Attainment,% Enrolled in 16 Months,*
2011,647611,"High School, Inc.",Credit Attainment,% Earning 24 Credits,*
2012,647611,"High School, Inc.",Credit Attainment,% Enrolled in 16 Months,*
2012,647611,"High School, Inc.",Credit Attainment,% Earning 24 Credits,*
2013,647611,"High School, Inc.",Credit Attainment,% Enrolled in 16 Months,47.50%
2013,647611,"High School, Inc.",Credit Attainment,% Earning 24 Credits,50.00%
2014,647611,"High School, Inc.",Credit Attainment,% Enrolled in 16 Months,28.30%
2014,647611,"High School, Inc.",Credit Attainment,% Earning 24 Credits,*
2015,647611,"High School, Inc.",Credit Attainment,% Enrolled in 16 Months,33.80%
2015,647611,"High School, Inc.",Credit Attainment,% Earning 24 Credits,34.80%
2016,647611,"High School, Inc.",Credit Attainment,% Enrolled in 16 Months,51.60%
2016,647611,"High School, Inc.",Credit Attainment,% Earning 24 Credits,40.60%
2010,647711,Journalism & Media Academy,Credit Attainment,% Enrolled in 16 Months,*
2010,647711,Journalism & Media Academy,Credit Attainment,% Earning 24 Credits,*
2011,647711,Journalism & Media Academy,Credit Attainment,% Enrolled in 16 Months,*
2011,647711,Journalism & Media Academy,Credit Attainment,% Earning 24 Credits,*
2012,647711,Journalism & Media Academy,Credit Attainment,% Enrolled in 16 Months,12.20%
2012,647711,Journalism & Media Academy,Credit Attainment,% Earning 24 Credits,*
2013,647711,Journalism & Media Academy,Credit Attainment,% Enrolled in 16 Months,46.20%
2013,647711,Journalism & Media Academy,Credit Attainment,% Earning 24 Credits,33.30%
2014,647711,Journalism & Media Academy,Credit Attainment,% Enrolled in 16 Months,31.60%
2014,647711,Journalism & Media Academy,Credit Attainment,% Earning 24 Credits,*
2015,647711,Journalism & Media Academy,Credit Attainment,% Enrolled in 16 Months,50.00%
2015,647711,Journalism & Media Academy,Credit Attainment,% Earning 24 Credits,30.00%
2016,647711,Journalism & Media Academy,Credit Attainment,% Enrolled in 16 Months,*
2016,647711,Journalism & Media Academy,Credit Attainment,% Earning 24 Credits,*
2010,647911,Great Path Academy at MCC,Credit Attainment,% Enrolled in 16 Months,*
2010,647911,Great Path Academy at MCC,Credit Attainment,% Earning 24 Credits,*
2011,647911,Great Path Academy at MCC,Credit Attainment,% Enrolled in 16 Months,*
2011,647911,Great Path Academy at MCC,Credit Attainment,% Earning 24 Credits,*
2012,647911,Great Path Academy at MCC,Credit Attainment,% Enrolled in 16 Months,*
2012,647911,Great Path Academy at MCC,Credit Attainment,% Earning 24 Credits,*
2013,647911,Great Path Academy at MCC,Credit Attainment,% Enrolled in 16 Months,57.60%
2013,647911,Great Path Academy at MCC,Credit Attainment,% Earning 24 Credits,68.40%
2014,647911,Great Path Academy at MCC,Credit Attainment,% Enrolled in 16 Months,63.00%
2014,647911,Great Path Academy at MCC,Credit Attainment,% Earning 24 Credits,64.70%
2015,647911,Great Path Academy at MCC,Credit Attainment,% Enrolled in 16 Months,60.00%
2015,647911,Great Path Academy at MCC,Credit Attainment,% Earning 24 Credits,50.00%
2016,647911,Great Path Academy at MCC,Credit Attainment,% Enrolled in 16 Months,55.90%
2016,647911,Great Path Academy at MCC,Credit Attainment,% Earning 24 Credits,57.60%
2010,696111,Killingly High School,Credit Attainment,% Enrolled in 16 Months,6.10%
2010,696111,Killingly High School,Credit Attainment,% Earning 24 Credits,*
2011,696111,Killingly High School,Credit Attainment,% Enrolled in 16 Months,9.70%
2011,696111,Killingly High School,Credit Attainment,% Earning 24 Credits,*
2012,696111,Killingly High School,Credit Attainment,% Enrolled in 16 Months,14.80%
2012,696111,Killingly High School,Credit Attainment,% Earning 24 Credits,87.00%
2013,696111,Killingly High School,Credit Attainment,% Enrolled in 16 Months,44.50%
2013,696111,Killingly High School,Credit Attainment,% Earning 24 Credits,70.10%
2014,696111,Killingly High School,Credit Attainment,% Enrolled in 16 Months,41.90%
2014,696111,Killingly High School,Credit Attainment,% Earning 24 Credits,65.30%
2015,696111,Killingly High School,Credit Attainment,% Enrolled in 16 Months,40.60%
2015,696111,Killingly High School,Credit Attainment,% Earning 24 Credits,68.30%
2016,696111,Killingly High School,Credit Attainment,% Enrolled in 16 Months,47.10%
2016,696111,Killingly High School,Credit Attainment,% Earning 24 Credits,68.80%
2010,716211,Lyman Memorial High School,Credit Attainment,% Enrolled in 16 Months,44.60%
2010,716211,Lyman Memorial High School,Credit Attainment,% Earning 24 Credits,74.10%
2011,716211,Lyman Memorial High School,Credit Attainment,% Enrolled in 16 Months,47.60%
2011,716211,Lyman Memorial High School,Credit Attainment,% Earning 24 Credits,68.60%
2012,716211,Lyman Memorial High School,Credit Attainment,% Enrolled in 16 Months,49.60%
2012,716211,Lyman Memorial High School,Credit Attainment,% Earning 24 Credits,63.80%
2013,716211,Lyman Memorial High School,Credit Attainment,% Enrolled in 16 Months,49.10%
2013,716211,Lyman Memorial High School,Credit Attainment,% Earning 24 Credits,57.40%
2014,716211,Lyman Memorial High School,Credit Attainment,% Enrolled in 16 Months,50.00%
2014,716211,Lyman Memorial High School,Credit Attainment,% Earning 24 Credits,82.60%
2015,716211,Lyman Memorial High School,Credit Attainment,% Enrolled in 16 Months,51.10%
2015,716211,Lyman Memorial High School,Credit Attainment,% Earning 24 Credits,78.30%
2016,716211,Lyman Memorial High School,Credit Attainment,% Enrolled in 16 Months,45.50%
2016,716211,Lyman Memorial High School,Credit Attainment,% Earning 24 Credits,77.80%
2010,726111,Ledyard High School,Credit Attainment,% Enrolled in 16 Months,45.80%
2010,726111,Ledyard High School,Credit Attainment,% Earning 24 Credits,50.90%
2011,726111,Ledyard High School,Credit Attainment,% Enrolled in 16 Months,42.90%
2011,726111,Ledyard High School,Credit Attainment,% Earning 24 Credits,58.20%
2012,726111,Ledyard High School,Credit Attainment,% Enrolled in 16 Months,49.70%
2012,726111,Ledyard High School,Credit Attainment,% Earning 24 Credits,68.80%
2013,726111,Ledyard High School,Credit Attainment,% Enrolled in 16 Months,48.60%
2013,726111,Ledyard High School,Credit Attainment,% Earning 24 Credits,70.90%
2014,726111,Ledyard High School,Credit Attainment,% Enrolled in 16 Months,45.30%
2014,726111,Ledyard High School,Credit Attainment,% Earning 24 Credits,66.70%
2015,726111,Ledyard High School,Credit Attainment,% Enrolled in 16 Months,47.30%
2015,726111,Ledyard High School,Credit Attainment,% Earning 24 Credits,64.40%
2016,726111,Ledyard High School,Credit Attainment,% Enrolled in 16 Months,46.50%
2016,726111,Ledyard High School,Credit Attainment,% Earning 24 Credits,72.70%
2010,746111,Litchfield High School,Credit Attainment,% Enrolled in 16 Months,32.10%
2010,746111,Litchfield High School,Credit Attainment,% Earning 24 Credits,64.70%
2011,746111,Litchfield High School,Credit Attainment,% Enrolled in 16 Months,27.60%
2011,746111,Litchfield High School,Credit Attainment,% Earning 24 Credits,66.70%
2012,746111,Litchfield High School,Credit Attainment,% Enrolled in 16 Months,37.30%
2012,746111,Litchfield High School,Credit Attainment,% Earning 24 Credits,76.30%
2013,746111,Litchfield High School,Credit Attainment,% Enrolled in 16 Months,42.50%
2013,746111,Litchfield High School,Credit Attainment,% Earning 24 Credits,70.30%
2014,746111,Litchfield High School,Credit Attainment,% Enrolled in 16 Months,37.50%
2014,746111,Litchfield High School,Credit Attainment,% Earning 24 Credits,83.30%
2015,746111,Litchfield High School,Credit Attainment,% Enrolled in 16 Months,32.40%
2015,746111,Litchfield High School,Credit Attainment,% Earning 24 Credits,73.90%
2016,746111,Litchfield High School,Credit Attainment,% Enrolled in 16 Months,39.80%
2016,746111,Litchfield High School,Credit Attainment,% Earning 24 Credits,75.80%
2010,766111,Daniel Hand High School,Credit Attainment,% Enrolled in 16 Months,26.00%
2010,766111,Daniel Hand High School,Credit Attainment,% Earning 24 Credits,73.00%
2011,766111,Daniel Hand High School,Credit Attainment,% Enrolled in 16 Months,18.90%
2011,766111,Daniel Hand High School,Credit Attainment,% Earning 24 Credits,70.70%
2012,766111,Daniel Hand High School,Credit Attainment,% Enrolled in 16 Months,26.10%
2012,766111,Daniel Hand High School,Credit Attainment,% Earning 24 Credits,70.60%
2013,766111,Daniel Hand High School,Credit Attainment,% Enrolled in 16 Months,27.00%
2013,766111,Daniel Hand High School,Credit Attainment,% Earning 24 Credits,70.90%
2014,766111,Daniel Hand High School,Credit Attainment,% Enrolled in 16 Months,30.60%
2014,766111,Daniel Hand High School,Credit Attainment,% Earning 24 Credits,70.80%
2015,766111,Daniel Hand High School,Credit Attainment,% Enrolled in 16 Months,31.50%
2015,766111,Daniel Hand High School,Credit Attainment,% Earning 24 Credits,76.80%
2016,766111,Daniel Hand High School,Credit Attainment,% Enrolled in 16 Months,24.60%
2016,766111,Daniel Hand High School,Credit Attainment,% Earning 24 Credits,79.50%
2010,776111,Manchester High School,Credit Attainment,% Enrolled in 16 Months,54.30%
2010,776111,Manchester High School,Credit Attainment,% Earning 24 Credits,65.70%
2011,776111,Manchester High School,Credit Attainment,% Enrolled in 16 Months,55.10%
2011,776111,Manchester High School,Credit Attainment,% Earning 24 Credits,68.00%
2012,776111,Manchester High School,Credit Attainment,% Enrolled in 16 Months,52.70%
2012,776111,Manchester High School,Credit Attainment,% Earning 24 Credits,61.50%
2013,776111,Manchester High School,Credit Attainment,% Enrolled in 16 Months,54.20%
2013,776111,Manchester High School,Credit Attainment,% Earning 24 Credits,62.00%
2014,776111,Manchester High School,Credit Attainment,% Enrolled in 16 Months,46.80%
2014,776111,Manchester High School,Credit Attainment,% Earning 24 Credits,58.00%
2015,776111,Manchester High School,Credit Attainment,% Enrolled in 16 Months,49.30%
2015,776111,Manchester High School,Credit Attainment,% Earning 24 Credits,58.40%
2016,776111,Manchester High School,Credit Attainment,% Enrolled in 16 Months,54.20%
2016,776111,Manchester High School,Credit Attainment,% Earning 24 Credits,54.20%
2010,806111,Francis T. Maloney High School,Credit Attainment,% Enrolled in 16 Months,40.70%
2010,806111,Francis T. Maloney High School,Credit Attainment,% Earning 24 Credits,56.40%
2011,806111,Francis T. Maloney High School,Credit Attainment,% Enrolled in 16 Months,43.30%
2011,806111,Francis T. Maloney High School,Credit Attainment,% Earning 24 Credits,60.60%
2012,806111,Francis T. Maloney High School,Credit Attainment,% Enrolled in 16 Months,48.60%
2012,806111,Francis T. Maloney High School,Credit Attainment,% Earning 24 Credits,59.30%
2013,806111,Francis T. Maloney High School,Credit Attainment,% Enrolled in 16 Months,44.80%
2013,806111,Francis T. Maloney High School,Credit Attainment,% Earning 24 Credits,64.70%
2014,806111,Francis T. Maloney High School,Credit Attainment,% Enrolled in 16 Months,38.10%
2014,806111,Francis T. Maloney High School,Credit Attainment,% Earning 24 Credits,65.60%
2015,806111,Francis T. Maloney High School,Credit Attainment,% Enrolled in 16 Months,41.30%
2015,806111,Francis T. Maloney High School,Credit Attainment,% Earning 24 Credits,52.50%
2016,806111,Francis T. Maloney High School,Credit Attainment,% Enrolled in 16 Months,38.00%
2016,806111,Francis T. Maloney High School,Credit Attainment,% Earning 24 Credits,61.90%
2010,806211,Orville H. Platt High School,Credit Attainment,% Enrolled in 16 Months,42.20%
2010,806211,Orville H. Platt High School,Credit Attainment,% Earning 24 Credits,55.40%
2011,806211,Orville H. Platt High School,Credit Attainment,% Enrolled in 16 Months,42.20%
2011,806211,Orville H. Platt High School,Credit Attainment,% Earning 24 Credits,46.70%
2012,806211,Orville H. Platt High School,Credit Attainment,% Enrolled in 16 Months,40.40%
2012,806211,Orville H. Platt High School,Credit Attainment,% Earning 24 Credits,60.20%
2013,806211,Orville H. Platt High School,Credit Attainment,% Enrolled in 16 Months,45.00%
2013,806211,Orville H. Platt High School,Credit Attainment,% Earning 24 Credits,52.00%
2014,806211,Orville H. Platt High School,Credit Attainment,% Enrolled in 16 Months,43.80%
2014,806211,Orville H. Platt High School,Credit Attainment,% Earning 24 Credits,52.80%
2015,806211,Orville H. Platt High School,Credit Attainment,% Enrolled in 16 Months,44.30%
2015,806211,Orville H. Platt High School,Credit Attainment,% Earning 24 Credits,42.60%
2016,806211,Orville H. Platt High School,Credit Attainment,% Enrolled in 16 Months,45.80%
2016,806211,Orville H. Platt High School,Credit Attainment,% Earning 24 Credits,61.20%
2010,836211,Middletown High School,Credit Attainment,% Enrolled in 16 Months,46.00%
2010,836211,Middletown High School,Credit Attainment,% Earning 24 Credits,61.20%
2011,836211,Middletown High School,Credit Attainment,% Enrolled in 16 Months,50.20%
2011,836211,Middletown High School,Credit Attainment,% Earning 24 Credits,69.60%
2012,836211,Middletown High School,Credit Attainment,% Enrolled in 16 Months,41.20%
2012,836211,Middletown High School,Credit Attainment,% Earning 24 Credits,63.20%
2013,836211,Middletown High School,Credit Attainment,% Enrolled in 16 Months,43.40%
2013,836211,Middletown High School,Credit Attainment,% Earning 24 Credits,67.40%
2014,836211,Middletown High School,Credit Attainment,% Enrolled in 16 Months,49.50%
2014,836211,Middletown High School,Credit Attainment,% Earning 24 Credits,69.20%
2015,836211,Middletown High School,Credit Attainment,% Enrolled in 16 Months,51.30%
2015,836211,Middletown High School,Credit Attainment,% Earning 24 Credits,69.40%
2016,836211,Middletown High School,Credit Attainment,% Enrolled in 16 Months,47.10%
2016,836211,Middletown High School,Credit Attainment,% Earning 24 Credits,66.90%
2010,840311,The Academy,Credit Attainment,% Enrolled in 16 Months,*
2010,840311,The Academy,Credit Attainment,% Earning 24 Credits,*
2011,840311,The Academy,Credit Attainment,% Enrolled in 16 Months,*
2011,840311,The Academy,Credit Attainment,% Earning 24 Credits,*
2012,840311,The Academy,Credit Attainment,% Enrolled in 16 Months,*
2012,840311,The Academy,Credit Attainment,% Earning 24 Credits,*
2013,840311,The Academy,Credit Attainment,% Enrolled in 16 Months,*
2013,840311,The Academy,Credit Attainment,% Earning 24 Credits,*
2014,840311,The Academy,Credit Attainment,% Enrolled in 16 Months,*
2014,840311,The Academy,Credit Attainment,% Earning 24 Credits,*
2015,840311,The Academy,Credit Attainment,% Enrolled in 16 Months,*
2015,840311,The Academy,Credit Attainment,% Earning 24 Credits,*
2016,840311,The Academy,Credit Attainment,% Enrolled in 16 Months,31.80%
2016,840311,The Academy,Credit Attainment,% Earning 24 Credits,*
2010,846211,Jonathan Law High School,Credit Attainment,% Enrolled in 16 Months,41.20%
2010,846211,Jonathan Law High School,Credit Attainment,% Earning 24 Credits,72.60%
2011,846211,Jonathan Law High School,Credit Attainment,% Enrolled in 16 Months,40.70%
2011,846211,Jonathan Law High School,Credit Attainment,% Earning 24 Credits,71.60%
2012,846211,Jonathan Law High School,Credit Attainment,% Enrolled in 16 Months,36.80%
2012,846211,Jonathan Law High School,Credit Attainment,% Earning 24 Credits,56.00%
2013,846211,Jonathan Law High School,Credit Attainment,% Enrolled in 16 Months,45.80%
2015,2726113,Explorations,Remediation,% Enrolled in Remediation,*
2013,846211,Jonathan Law High School,Credit Attainment,% Earning 24 Credits,69.10%
2014,846211,Jonathan Law High School,Credit Attainment,% Enrolled in 16 Months,40.40%
2014,846211,Jonathan Law High School,Credit Attainment,% Earning 24 Credits,71.80%
2015,846211,Jonathan Law High School,Credit Attainment,% Enrolled in 16 Months,51.80%
2015,846211,Jonathan Law High School,Credit Attainment,% Earning 24 Credits,72.70%
2016,846211,Jonathan Law High School,Credit Attainment,% Enrolled in 16 Months,48.70%
2016,846211,Jonathan Law High School,Credit Attainment,% Earning 24 Credits,65.80%
2010,846311,Joseph A. Foran High School,Credit Attainment,% Enrolled in 16 Months,45.80%
2010,846311,Joseph A. Foran High School,Credit Attainment,% Earning 24 Credits,69.70%
2011,846311,Joseph A. Foran High School,Credit Attainment,% Enrolled in 16 Months,43.10%
2011,846311,Joseph A. Foran High School,Credit Attainment,% Earning 24 Credits,73.60%
2012,846311,Joseph A. Foran High School,Credit Attainment,% Enrolled in 16 Months,42.60%
2012,846311,Joseph A. Foran High School,Credit Attainment,% Earning 24 Credits,64.00%
2013,846311,Joseph A. Foran High School,Credit Attainment,% Enrolled in 16 Months,47.60%
2013,846311,Joseph A. Foran High School,Credit Attainment,% Earning 24 Credits,68.10%
2014,846311,Joseph A. Foran High School,Credit Attainment,% Enrolled in 16 Months,45.50%
2014,846311,Joseph A. Foran High School,Credit Attainment,% Earning 24 Credits,81.30%
2015,846311,Joseph A. Foran High School,Credit Attainment,% Enrolled in 16 Months,42.40%
2015,846311,Joseph A. Foran High School,Credit Attainment,% Earning 24 Credits,77.30%
2016,846311,Joseph A. Foran High School,Credit Attainment,% Enrolled in 16 Months,42.90%
2016,846311,Joseph A. Foran High School,Credit Attainment,% Earning 24 Credits,73.20%
2010,856111,Masuk High School,Credit Attainment,% Enrolled in 16 Months,38.00%
2010,856111,Masuk High School,Credit Attainment,% Earning 24 Credits,67.30%
2011,856111,Masuk High School,Credit Attainment,% Enrolled in 16 Months,43.20%
2011,856111,Masuk High School,Credit Attainment,% Earning 24 Credits,82.10%
2012,856111,Masuk High School,Credit Attainment,% Enrolled in 16 Months,37.30%
2012,856111,Masuk High School,Credit Attainment,% Earning 24 Credits,73.80%
2013,856111,Masuk High School,Credit Attainment,% Enrolled in 16 Months,40.00%
2013,856111,Masuk High School,Credit Attainment,% Earning 24 Credits,72.10%
2014,856111,Masuk High School,Credit Attainment,% Enrolled in 16 Months,41.20%
2014,856111,Masuk High School,Credit Attainment,% Earning 24 Credits,73.60%
2015,856111,Masuk High School,Credit Attainment,% Enrolled in 16 Months,41.00%
2015,856111,Masuk High School,Credit Attainment,% Earning 24 Credits,80.50%
2016,856111,Masuk High School,Credit Attainment,% Enrolled in 16 Months,40.70%
2016,856111,Masuk High School,Credit Attainment,% Earning 24 Credits,76.80%
2010,866111,Montville High School,Credit Attainment,% Enrolled in 16 Months,55.30%
2010,866111,Montville High School,Credit Attainment,% Earning 24 Credits,56.40%
2011,866111,Montville High School,Credit Attainment,% Enrolled in 16 Months,53.20%
2011,866111,Montville High School,Credit Attainment,% Earning 24 Credits,66.30%
2012,866111,Montville High School,Credit Attainment,% Enrolled in 16 Months,47.70%
2012,866111,Montville High School,Credit Attainment,% Earning 24 Credits,62.00%
2013,866111,Montville High School,Credit Attainment,% Enrolled in 16 Months,47.50%
2013,866111,Montville High School,Credit Attainment,% Earning 24 Credits,72.00%
2014,866111,Montville High School,Credit Attainment,% Enrolled in 16 Months,42.40%
2014,866111,Montville High School,Credit Attainment,% Earning 24 Credits,69.40%
2015,866111,Montville High School,Credit Attainment,% Enrolled in 16 Months,51.20%
2015,866111,Montville High School,Credit Attainment,% Earning 24 Credits,72.40%
2016,866111,Montville High School,Credit Attainment,% Enrolled in 16 Months,56.90%
2016,866111,Montville High School,Credit Attainment,% Earning 24 Credits,68.10%
2010,886111,Naugatuck High School,Credit Attainment,% Enrolled in 16 Months,45.30%
2010,886111,Naugatuck High School,Credit Attainment,% Earning 24 Credits,61.60%
2011,886111,Naugatuck High School,Credit Attainment,% Enrolled in 16 Months,52.10%
2011,886111,Naugatuck High School,Credit Attainment,% Earning 24 Credits,65.60%
2012,886111,Naugatuck High School,Credit Attainment,% Enrolled in 16 Months,56.30%
2012,886111,Naugatuck High School,Credit Attainment,% Earning 24 Credits,73.70%
2013,886111,Naugatuck High School,Credit Attainment,% Enrolled in 16 Months,53.70%
2013,886111,Naugatuck High School,Credit Attainment,% Earning 24 Credits,62.30%
2014,886111,Naugatuck High School,Credit Attainment,% Enrolled in 16 Months,49.10%
2014,886111,Naugatuck High School,Credit Attainment,% Earning 24 Credits,68.30%
